Option,0,Only if the client uses import module rather than from module import name

NewQuestion,MC,
QuestionText,What does from module import * do with names that begin with an underscore?,
Option,0,It imports them along with all other names
Option,100,It skips them — underscore-prefixed names are not exported by from *
Option,0,It imports them but renames them by removing the underscore
Option,0,It raises a NameError for each underscore-prefixed name it encounters

NewQuestion,MC,
QuestionText,What does the __all__ list in a module control?,
Option,0,The order in which names are defined during import
Option,0,Which names dir() displays when called on the module
Option,0,Which names can be accessed by attribute qualification
Option,100,Which names are exported when a client uses from module import *

NewQuestion,MC,
QuestionText,What happens to a name that is not listed in __all__ when a client runs from module import *?,
Option,100,It is not imported into the client's namespace
Option,0,It is imported but marked as read-only
Option,0,It raises an ImportError
Option,0,It is imported with a warning

NewQuestion,MC,
QuestionText,"If _format_header is listed in a module's __all__ can a client still access it directly using module._format_header?",
Option,0,No — listing it in __all__ makes it public which removes direct access
Option,0,No — __all__ overrides the underscore convention and hides the name
Option,100,Yes — __all__ controls from * exports but direct attribute access is always available regardless
Option,0,Yes but only if the client imported the module using import module not from module import *

NewQuestion,MC,
QuestionText,Beyond controlling from * exports what secondary purpose does __all__ serve?,
Option,0,It speeds up import by telling Python which names to define first
Option,100,It documents the module's intended public interface for other programmers
Option,0,It prevents the module from being reloaded during the same program run
Option,0,It registers the module's names with Python's built-in help system

NewQuestion,MC,
QuestionText,When is using import module required instead of from module import name?,
Option,0,Whenever the module contains more than ten names
Option,0,Whenever the module is in a subdirectory rather than the current folder
Option,0,Whenever the module contains underscore-prefixed names
Option,100,When two different modules define the same name and both are needed in the same script

NewQuestion,MC,
QuestionText,What value does Python assign to __name__ when a file is run directly from the command line or the VS Code Run button?,
Option,0,The name of the file without its .py extension
Option,0,The full path to the file
Option,100,The string '__main__'
Option,0,None until the script defines it explicitly

NewQuestion,MC,
QuestionText,What value does Python assign to __name__ when a file is imported by another script?,
Option,100,The module's name as a string — the filename without the .py extension
Option,0,The string '__main__'
Option,0,The string '__import__'
Option,0,The full path to the module file

NewQuestion,MC,
QuestionText,"What does the if __name__ == '__main__': guard prevent?",
Option,0,The module from being imported more than once in a single program run
Option,100,Code inside the block from running when the file is imported rather than run directly
Option,0,Other modules from accessing names defined in the guarded block
Option,0,The module's top-level code from executing during import

NewQuestion,MC,
QuestionText,"A file contains an if __name__ == '__main__': block at the bottom. Another script imports this file. Which statement is true?",
Option,0,The block runs because the imported file's __name__ is '__main__'
Option,0,The block runs but its output is suppressed
Option,0,Python raises a SyntaxError because the guard is not allowed in imported files
Option,100,The block does not run because the imported file's __name__ is its module name not '__main__'

NewQuestion,MC,
QuestionText,"A file contains an if __name__ == '__main__': block. A student runs the file directly using python myfile.py. Which statement is true?",
Option,0,The block does not run because __name__ is set to 'myfile' when run directly
Option,0,The block does not run because only imported modules can trigger the guard
Option,100,The block runs because __name__ is '__main__' when the file is run directly
Option,0,The block runs only if myfile.py does not import any other modules

NewQuestion,MC,
QuestionText,"What dual role does the if __name__ == '__main__': pattern allow a single file to serve?",
Option,100,It can function as both an importable module and a standalone runnable script
Option,0,It can run on both Python 2 and Python 3 without modification
Option,0,It can be used as both a synchronous and an asynchronous module
Option,0,It can serve as both a module definition and a package initializer

NewQuestion,MC,
QuestionText,"In the Week 8 assignment cargo_module.py was imported by space_trader.py. If cargo_module.py had contained an if __name__ == '__main__': self-test block why would that block not have run during normal program use?",
Option,0,Because space_trader.py explicitly suppressed output from imported modules
Option,100,Because when cargo_module.py is imported its __name__ is 'cargo_module' not '__main__' so the condition is False
Option,0,Because __name__ is only defined in files that are run directly not in imported modules
Option,0,Because space_trader.py used from cargo_module import * which skips the guard block
